week_start,invited_users,activated_users,activation_rate,wa_couples,wa_planners,wow_engagement_growth,qualified_inquiries,paid_conversions,conversion_rate,manual_followups_baseline,manual_followups_current,followup_reduction_rate,dispatch_sent,dispatch_failed,dispatch_simulated,dispatch_reliability_rate,notes
2026-05-25,,,,,,,,,,,,,,,,
2026-06-01,,,,,,,,,,,,,,,,
2026-06-08,,,,,,,,,,,,,,,,
2026-06-15,,,,,,,,,,,,,,,,
